System	Family	Surface	True_eV	Prediction_eV	Error_eV	Abs_error_eV
Ir48S	small_fragments2	fcc(111)	-67.27904521995151	-67.23656799073433	0.042477229217183776	0.042477229217183776
Pt48C3H8S	group3S	fcc(100)	-63.16526760306624	-63.05859381704886	0.10667378601738164	0.10667378601738164
Ag48C2H3O	radicals	fcc(111)	-91.15011736121596	-91.24135685824876	-0.09123949703280232	0.09123949703280232
Rh72H2N	small_fragments2	fcc(110)	-55.62375259928467	-55.55244480572492	0.07130779355975392	0.07130779355975392
Co48C2H7N	group3N	hcp(0001)	-12.55013655806033	-12.941463092360209	-0.3913265342998784	0.3913265342998784
Cu48C3H7NO	amides	fcc(111)	-42.61008463681628	-39.84445652366867	2.7656281131476135	2.7656281131476135
Rh48C4H9NO	amides	fcc(100)	-87.07505676861183	-87.0553361949751	0.019720573636732297	0.019720573636732297
Cu72C4H9N	group3N	fcc(110)	-70.6604151795309	-70.77045570124392	-0.11004052171301737	0.11004052171301737
Ni72N	small_fragments2	fcc(110)	-14.32237087334579	-14.19634904443592	0.12602182890987024	0.12602182890987024
Au48C4H10N2	amidines	fcc(100)	-78.76799806490817	-78.72621529581374	0.04178276909442502	0.04178276909442502
Pd72CH2	small_fragments2	fcc(110)	-15.955521227864665	-15.676812395180605	0.2787088326840603	0.2787088326840603
Ag48C2H	radicals	fcc(111)	-36.61716510542101	-36.79201027276031	-0.17484516733929922	0.17484516733929922
Ag48C2HO2	radicals	fcc(111)	-80.93205969352675	-80.84090744022797	0.0911522532987874	0.0911522532987874
Pd48C3H8O	group2	fcc(100)	-51.07267001878165	-51.09898196557788	-0.026311946796226948	0.026311946796226948
Pt72C4H8O	group2b	fcc(110)	-76.37941817655155	-76.52426720326184	-0.14484902671028976	0.14484902671028976
Pd72C3H9N	group3N	fcc(110)	-78.18499704697751	-78.3314583378924	-0.14646129091488547	0.14646129091488547
Co48C	small_fragments2	hcp(0001)	-26.5665927236696	-26.293706537793696	0.27288618587590463	0.27288618587590463
Rh48C2H5N	group3N	fcc(100)	-9.705390592283948	-9.783749424426787	-0.07835883214283967	0.07835883214283967
Rh48HO	small_fragments2	fcc(111)	-80.81935823792628	-80.7925744115837	0.02678382634258014	0.02678382634258014
Pd48C2H5NO	oximes	fcc(111)	-57.68639382332958	-57.59299460766124	0.09339921566834164	0.09339921566834164
Ir72C4H9NO	oximes	fcc(110)	-64.20325429069544	-64.13987869743232	0.06337559326311748	0.06337559326311748
Ni48C4H10N2	amidines	fcc(100)	-45.47193124689693	-45.50739102636862	-0.035459779471693764	0.035459779471693764
Zn48C2H3O	radicals	hcp(0001)	-86.08062826006426	-85.94871922398306	0.13190903608119697	0.13190903608119697
Os48C2H4O	radicals	hcp(0001)	-70.21298219988603	-70.26002576614155	-0.04704356625552464	0.04704356625552464
Cd48C2H6O	group2	hcp(0001)	-52.77767562129122	-52.76093496644444	0.01674065484678522	0.01674065484678522
Au72CH2O3	group4	fcc(110)	-69.93787304366742	-69.8488320887318	0.08904095493562636	0.08904095493562636
Co48C3H7NO	amides	hcp(0001)	-80.17058591379646	-80.24039660488052	-0.06981069108405791	0.06981069108405791
Ir48H	small_fragments2	fcc(111)	-76.27038619240375	-76.45228763295017	-0.18190144054642587	0.18190144054642587
Ir48CO	radicals	fcc(111)	-91.61647699651803	-91.4579132548206	0.15856374169743503	0.15856374169743503
Rh72C3H8N2	amidines	fcc(110)	-9.330483328725677	-9.32073296901217	0.00975035971350735	0.00975035971350735
Os48C4H11N	group3N	hcp(0001)	-20.310864530114486	-19.608960771969578	0.7019037581449084	0.7019037581449084
Au72C4H9NO2	carbamate_esters	fcc(110)	-69.86345588342738	-70.05202274525254	-0.1885668618251657	0.1885668618251657
Cu48C3H7N	group3N	fcc(111)	-78.01755538290672	-78.03294168783759	-0.01538630493087112	0.01538630493087112
Ni48C2H6O	group2	fcc(111)	-19.953950414259452	-19.883321376950335	0.07062903730911785	0.07062903730911785
Ir48H	radicals	fcc(111)	-35.82795654264737	-35.44797692839347	0.37997961425389803	0.37997961425389803
Fe48CHO2	radicals	bcc(110)	-63.586227344061626	-63.71227011146766	-0.12604276740603382	0.12604276740603382
Ag48C3H7NO	amides	fcc(100)	-29.07636113807166	-29.15014839855212	-0.07378726048045792	0.07378726048045792
Ni48C4H10N2	amidines	fcc(111)	-85.99800146445341	-85.98946902726675	0.008532437186659081	0.008532437186659081
Rh48C4H8O	group2b	fcc(111)	-36.88536455790563	-36.897378020079486	-0.01201346217385435	0.01201346217385435
Co48CHO	radicals	hcp(0001)	-8.246532279830717	-8.219744963738776	0.026787316091940738	0.026787316091940738
Ru36C2H3O	radicals	hcp(0001)	-46.48303595898278	-46.45601962808905	0.0270163308937299	0.0270163308937299
Ir48HO	radicals	fcc(111)	-79.16867887236913	-79.2645702052996	-0.0958913329304778	0.0958913329304778
Ag72CH3	small_fragments2	fcc(110)	-4.975593693892733	-5.483847770268767	-0.5082540763760335	0.5082540763760335
Ir72C3H7NO	amides	fcc(110)	-90.76560979716669	-90.76273424369356	0.002875553473131731	0.002875553473131731
Ir48HO	radicals	fcc(111)	-15.624958209431497	-15.67918193499645	-0.054223725564952474	0.054223725564952474
Au48C2H7N	group3N	fcc(100)	-10.870031625894626	-10.695306854908267	0.17472477098635864	0.17472477098635864
Fe48C3H8	group2	bcc(110)	-68.69292415289601	-68.69123511420548	0.0016890386905288324	0.0016890386905288324
Ni48CH3N	group3N	fcc(100)	-10.226933634225134	-10.454175643339113	-0.2272420091139793	0.2272420091139793
Ni48C4H10N2	amidines	fcc(100)	-78.04766843013931	-78.10763279340244	-0.059964363263134146	0.059964363263134146
Pt48S	small_fragments2	fcc(111)	-91.8815548681996	-91.43403289994603	0.44752196825356805	0.44752196825356805
Zn48C4H9NO2	carbamate_esters	hcp(0001)	-9.886355035127053	-9.86534674397626	0.021008291150792502	0.021008291150792502
Ag48C4H9N	group3N	fcc(111)	-66.01146704945131	-66.06408112812369	-0.05261407867237722	0.05261407867237722
Cu48C3H8	group2	fcc(111)	-22.51983748812927	-22.470146946983732	0.04969054114553728	0.04969054114553728
Ru48C3H8S	group3S	hcp(0001)	-32.53982221673505	-32.30792837172339	0.23189384501165478	0.23189384501165478
Pt48C4H10S	group3S	fcc(100)	-75.22789685566204	-75.19974155782074	0.02815529784129467	0.02815529784129467
Ru48C4H9N	group3N	hcp(0001)	-92.79083349234861	-92.69156757178644	0.09926592056217487	0.09926592056217487
Cu48C4H10N2	amidines	fcc(100)	-69.35664307353727	-69.30080708376772	0.05583598976954818	0.05583598976954818
Ru48C2H2O2	radicals	hcp(0001)	-20.49760799789874	-20.369345749899367	0.12826224799937336	0.12826224799937336
Ni48C4H10N2	amidines	fcc(111)	-68.89590367958044	-68.90791190713026	-0.012008227549813455	0.012008227549813455
Ag48CH	small_fragments2	fcc(100)	-92.7261823956942	-92.56475008002235	0.16143231567184557	0.16143231567184557
Au72C3H7NO	amides	fcc(110)	-85.09247432086704	-85.17695417338837	-0.08447985252132639	0.08447985252132639
Fe48C4H8O2	group4	bcc(110)	-29.836606526027026	-29.889812989653365	-0.05320646362633852	0.05320646362633852
Cu48C4H9NO	oximes	fcc(100)	-16.29682918457911	-16.090550099874235	0.20627908470487455	0.20627908470487455
Ru48C4H10S	group3S	hcp(0001)	-62.22803521410151	-62.312102403760946	-0.08406718965943583	0.08406718965943583
Pd72H2S	small_fragments2	fcc(110)	-73.90401506897797	-74.06694274225083	-0.16292767327286128	0.16292767327286128
Os48C3H7NO	oximes	hcp(0001)	-5.684595602237096	-5.530896571148332	0.15369903108876315	0.15369903108876315
Cd48H2S	small_fragments	hcp(0001)	-29.867304106277516	-29.871111422829927	-0.0038073165524110664	0.0038073165524110664
Au48C4H9NO	amides	fcc(111)	-62.27088148431358	-62.289172133149805	-0.018290648836227774	0.018290648836227774
Ni48C4H10S	group3S	fcc(100)	-62.78474446034943	-62.67328012089729	0.11146433945214085	0.11146433945214085
Ag48C4H8O2	group4	fcc(100)	-63.0845793632252	-62.990379686297274	0.09419967692792852	0.09419967692792852
Ru48C4H8O2	group4	hcp(0001)	-11.70728531299028	-12.011465826257336	-0.3041805132670561	0.3041805132670561
Pd48H2S	small_fragments2	fcc(100)	-85.40705777697804	-85.25163131995578	0.15542645702225855	0.15542645702225855
Cu48HS	small_fragments2	fcc(111)	-50.605342850469356	-50.47043099411803	0.13491185635132297	0.13491185635132297
Pd72C2H6O	group2	fcc(110)	-14.935195289312105	-14.694842291850364	0.24035299746174132	0.24035299746174132
Pt72C3H6O2	group4	fcc(110)	-53.770458167741936	-53.78091367493562	-0.010455507193682934	0.010455507193682934
Os48CH2O	radicals	hcp(0001)	-15.978748999608797	-16.01361159572116	-0.03486259611236164	0.03486259611236164
Co48C2HO	radicals	hcp(0001)	-39.964321562269106	-39.8902463974664	0.07407516480270715	0.07407516480270715
Cu48C3H8N2	amidines	fcc(111)	-3.8244579903075646	-3.6753863668709528	0.14907162343661184	0.14907162343661184
Os48C4H10N2	amidines	hcp(0001)	-13.382141662117647	-12.927985680329584	0.4541559817880625	0.4541559817880625
Pd48H2S	small_fragments2	fcc(111)	-7.256092554802308	-7.24405640925761	0.012036145544698229	0.012036145544698229
Au48CH3	small_fragments2	fcc(111)	-79.73164349434592	-79.94249764046253	-0.2108541461166169	0.2108541461166169
Ir72H	small_fragments2	fcc(110)	-16.225791846594802	-16.343162586839753	-0.11737074024495087	0.11737074024495087
Pd48CHO2	radicals	fcc(111)	-61.37401589864021	-61.37432823120798	-0.0003123325677734101	0.0003123325677734101
Ni48C3H8O	group2	fcc(100)	-55.752536564813454	-55.92274821743922	-0.17021165262576687	0.17021165262576687
Ru48CHO2	radicals	hcp(0001)	-69.5507656163445	-69.70534580914682	-0.15458019280231383	0.15458019280231383
Cd48C4H11N	group3N	hcp(0001)	-7.946253306348808	-7.9848569137757295	-0.03860360742692137	0.03860360742692137
Os48C3H8O	group2	hcp(0001)	-57.86701583451668	-57.87911959395524	-0.012103759438559791	0.012103759438559791
Ag48C3H7NO2	carbamate_esters	fcc(100)	-69.32243306055534	-69.34970370693372	-0.02727064637838339	0.02727064637838339
Rh48C4H8O	group2b	fcc(111)	-39.09870144749584	-39.38975177879365	-0.29105033129781077	0.29105033129781077
Pd48C4H8O2	group4	fcc(111)	-69.10949727894513	-69.05094800904772	0.05854926989741216	0.05854926989741216
Ir48C3H8N2	amidines	fcc(100)	-26.94744826501301	-26.70313963665103	0.24430862836197775	0.24430862836197775
Rh48H2N	small_fragments2	fcc(100)	-72.83586909493715	-72.93225248252747	-0.09638338759032195	0.09638338759032195
Rh48C2H6S	group3S	fcc(100)	-79.25352514857332	-79.19795961437922	0.05556553419410193	0.05556553419410193
Rh48C3H6O3	group4	fcc(111)	-73.52542088522023	-73.21130505552355	0.31411582969667506	0.31411582969667506
Ir48CH	radicals	fcc(111)	-90.6725626099651	-90.60638300309074	0.06617960687435698	0.06617960687435698
Cu48C2H7N	group3N	fcc(111)	-14.541443379206612	-14.548876545344683	-0.007433166138071101	0.007433166138071101
Os48C2H4	radicals	hcp(0001)	-91.04865987805533	-91.19954617115945	-0.15088629310412216	0.15088629310412216
Fe48C2H5	radicals	bcc(110)	-5.775758324783965	-5.821296064190392	-0.045537739406427136	0.045537739406427136
Fe48C2H3O2	radicals	bcc(110)	-51.17289354837931	-51.29489998443114	-0.12200643605183359	0.12200643605183359
Ru36O	radicals	hcp(0001)	-58.010852833912395	-57.91142594866096	0.0994268852514324	0.0994268852514324
Pt72HO	small_fragments2	fcc(110)	-4.711063712860778	-5.97473336407711	-1.2636696512163326	1.2636696512163326
Zn48C4H10N2	amidines	hcp(0001)	-8.387291320290387	-8.312383850265178	0.07490747002520948	0.07490747002520948
Cu72H3N	small_fragments2	fcc(110)	-91.6221303904822	-91.70807244798561	-0.08594205750341644	0.08594205750341644
Cd48C2H3O2	radicals	hcp(0001)	-70.72064127399608	-70.67023358935694	0.050407684639139916	0.050407684639139916
Co48C4H9N	group3N	hcp(0001)	-83.44731922854771	-83.45148598928427	-0.004166760736552533	0.004166760736552533
Rh48CH4	small_fragments2	fcc(100)	-46.76183334405687	-46.59787314119194	0.16396020286492785	0.16396020286492785
Pd72C3H7N	group3N	fcc(110)	-73.69998163798664	-73.55876195061137	0.14121968737526913	0.14121968737526913
Pt48C2H3O	radicals	fcc(111)	-8.460000248218421	-8.834869124533725	-0.3748688763153041	0.3748688763153041
Ag72C2H5NO	oximes	fcc(110)	-69.39281432565986	-69.30914758473955	0.08366674092030735	0.08366674092030735
Ir48H2O	small_fragments2	fcc(111)	-45.73246372003632	-45.67736145006984	0.05510226996648271	0.05510226996648271
Ru48CH2O	radicals	hcp(0001)	-70.03672019430633	-69.90984163192843	0.12687856237789674	0.12687856237789674
Ni72C3H7N	group3N	fcc(110)	-86.50061959561208	-86.48101069395489	0.0196089016571932	0.0196089016571932
Au48C3H9N	group3N	fcc(100)	-4.630583113106695	-4.847136019929167	-0.2165529068224714	0.2165529068224714
Cu48C4H8O2	group4	fcc(100)	-37.84032051143549	-37.59131555287149	0.24900495856400084	0.24900495856400084
Ru48CH2O	radicals	hcp(0001)	-6.379090622489457	-6.311986232034542	0.06710439045491512	0.06710439045491512
Ir72C4H10N2	amidines	fcc(110)	-91.2573922565607	-91.28291279363475	-0.025520537074044114	0.025520537074044114
Ag48H	small_fragments2	fcc(100)	-44.22992334239916	-44.17671775121016	0.05320559118899837	0.05320559118899837
Fe48C4H10N2	amidines	bcc(110)	-78.67852089130247	-78.62468278304186	0.05383810826060653	0.05383810826060653
Rh72C4H8S	group3S	fcc(110)	-84.12778545637048	-84.27584505249251	-0.14805959612203878	0.14805959612203878
Rh48C4H10N2	amidines	fcc(100)	-84.40395375152002	-84.28912005906022	0.11483369245979702	0.11483369245979702
Zn48C2H6O2	radicals	hcp(0001)	-56.298839378468074	-56.21901485159378	0.07982452687429031	0.07982452687429031
Cu48C4H8O2	group4	fcc(100)	-35.55223144566662	-35.308695796788015	0.24353564887860557	0.24353564887860557
Ir48C3H7NO2	carbamate_esters	fcc(111)	-83.97734934093387	-84.10073640907649	-0.12338706814261968	0.12338706814261968
Rh48C2H6S	group3S	fcc(111)	-90.19880819576792	-90.13990820605977	0.058899989708152134	0.058899989708152134
Pt48C2H4	radicals	fcc(111)	-43.83409852117347	-43.42878419899898	0.40531432217449037	0.40531432217449037
Au48C4H9NO2	carbamate_esters	fcc(111)	-89.8403167132019	-89.94582928511954	-0.10551257191764307	0.10551257191764307
Ir72HS	small_fragments2	fcc(110)	-73.59576376308178	-73.52335495359875	0.0724088094830222	0.0724088094830222
Ag72N	small_fragments2	fcc(110)	-74.71305064274384	-74.58764126484675	0.1254093778970855	0.1254093778970855
Au72C4H9N	group3N	fcc(110)	-90.87223908887972	-90.92134684188204	-0.04910775300231762	0.04910775300231762
Pt72C4H10O	group2	fcc(110)	-91.64195914634911	-91.96099203289486	-0.3190328865457559	0.3190328865457559
Fe48C3H9N	group3N	bcc(110)	-9.43605871613181	-8.999857494804019	0.43620122132779215	0.43620122132779215
Ni48C3H7NO	amides	fcc(111)	-78.37905153967222	-78.38642886982052	-0.007377330148301553	0.007377330148301553
Au48C2H2O	radicals	fcc(111)	-70.28914597968105	-70.35754157739939	-0.06839559771833592	0.06839559771833592
Fe48C3H8S	group3S	bcc(110)	-3.927311373212433	-3.782689180210582	0.14462219300185097	0.14462219300185097
Pt48C2HO	radicals	fcc(111)	-36.949886533833705	-37.20094433745908	-0.2510578036253719	0.2510578036253719
Pd48CH2O2	group4	fcc(111)	-42.437183259870835	-42.24134986743957	0.1958333924312683	0.1958333924312683
Pd48C2H3O	radicals	fcc(111)	-90.77797048940192	-90.84025902573921	-0.06228853633729159	0.06228853633729159
Ag48HN	small_fragments2	fcc(100)	-15.437031716614001	-15.396896109217778	0.04013560739622335	0.04013560739622335
Ru48C3H7NO	amides	hcp(0001)	-3.9755711171201256	-3.9863649118924513	-0.010793794772325782	0.010793794772325782
Ni48C4H10N2	amidines	fcc(100)	-39.66383756601226	-39.41942860735617	0.2444089586560949	0.2444089586560949
Os48C4H9N	group3N	hcp(0001)	-25.96777965138608	-25.757044156747725	0.2107354946383566	0.2107354946383566
Pt48C4H8O2	group4	fcc(111)	-12.198593166471255	-12.240341038072074	-0.04174787160081905	0.04174787160081905
Cu72HO	small_fragments2	fcc(110)	-6.340242732607294	-6.493149590591202	-0.15290685798390768	0.15290685798390768
Au48C2H5NO2	carbamate_esters	fcc(100)	-9.79358702787431	-9.687997681470733	0.1055893464035762	0.1055893464035762
Au48H2O	small_fragments2	fcc(100)	-86.63065463628664	-86.60113135669599	0.0295232795906486	0.0295232795906486
Co48C4H9NO2	carbamate_esters	hcp(0001)	-6.618546754365525	-6.380786640678707	0.23776011368681793	0.23776011368681793
Pd48H2N	small_fragments	fcc(111)	-91.05747149519084	-90.96163948799949	0.09583200719134766	0.09583200719134766
Ag48C4H8S	group3S	fcc(111)	-76.1089102548649	-76.08113882945327	0.027771425411629025	0.027771425411629025
Pd72C4H9NO	amides	fcc(110)	-92.87490853394411	-92.57690487704531	0.2980036568987998	0.2980036568987998
Cu72C4H11N	group3N	fcc(110)	-6.739358387480024	-6.08917271485916	0.6501856726208644	0.6501856726208644
Cu48C4H9NO2	carbamate_esters	fcc(111)	-53.60205464150363	-53.81907015822571	-0.21701551672208552	0.21701551672208552
Ru48C2H2O2	radicals	hcp(0001)	-12.50370544281759	-11.916307340692583	0.5873981021250074	0.5873981021250074
Os48C3H8N2	amidines	hcp(0001)	-42.54457506181916	-42.68322716610237	-0.13865210428321006	0.13865210428321006
Rh72C4H10N2	amidines	fcc(110)	-10.256111428629083	-10.251560795462865	0.0045506331662181765	0.0045506331662181765
Ru36C2O2	radicals	hcp(0001)	-78.96894132284069	-78.91610651752126	0.05283480531943496	0.05283480531943496
Ir48C3H8O	group2	fcc(100)	-83.71845879486864	-83.7258570635131	-0.0073982686444651335	0.0073982686444651335
Cu72C4H9NO	amides	fcc(110)	-79.33886696918671	-79.12611439941793	0.21275256976878154	0.21275256976878154
Ir48C4H6	group2	fcc(100)	-20.486172089244064	-20.300499974513514	0.18567211473055067	0.18567211473055067
Ag72C3H8N2	amidines	fcc(110)	-55.57501214240256	-55.76127358855638	-0.18626144615382145	0.18626144615382145
Fe48C2H3O	radicals	bcc(110)	-37.515079360777236	-37.640807178303476	-0.12572781752623996	0.12572781752623996
Pt72H2S	small_fragments2	fcc(110)	-69.92190569546801	-69.85289241211285	0.06901328335516155	0.06901328335516155
Pt48C2H6N2	amidines	fcc(100)	-79.24457568633807	-79.15675963342801	0.0878160529100569	0.0878160529100569
Cu48C4H8S	group3S	fcc(111)	-47.19738372712891	-47.360568769417114	-0.1631850422882053	0.1631850422882053
Pt48CH2O2	group4	fcc(111)	-7.483320604918845	-7.438267940673541	0.045052664245304186	0.045052664245304186
Ir48C2H3O2	radicals	fcc(111)	-14.25910171743817	-14.298731311177107	-0.03962959373893682	0.03962959373893682
Ni48C4H9NO2	carbamate_esters	fcc(111)	-20.162724669757154	-20.06996364200313	0.09276102775402251	0.09276102775402251
Ru48C4H8	group2	hcp(0001)	-16.66265961005047	-16.709900347144867	-0.047240737094398355	0.047240737094398355
Ni48C4H8O2	group4	fcc(100)	-90.91142897419923	-90.57549872124946	0.3359302529497654	0.3359302529497654
Ir72C4H8O	group2	fcc(110)	-78.34024727165706	-78.46929645813725	-0.12904918648018793	0.12904918648018793
Au48C2H2	radicals	fcc(111)	-78.12403112564789	-78.2007096434736	-0.07667851782571233	0.07667851782571233
Pt48C2HO	radicals	fcc(111)	-8.38841850933386	-8.445877232556086	-0.05745872322222567	0.05745872322222567
Ag72C2H4O2	group4	fcc(110)	-86.62792914203601	-86.69239877172367	-0.06446962968766456	0.06446962968766456
Cu48C4H8	group2	fcc(111)	-59.04552862183573	-59.09909016745951	-0.05356154562377924	0.05356154562377924
Pt48C4H9NO2	carbamate_esters	fcc(100)	-91.03102268478688	-90.86459653778002	0.16642614700685954	0.16642614700685954
Pd48C4H9NO	amides	fcc(100)	-45.777980957165255	-45.76954230699266	0.008438650172593043	0.008438650172593043
Pd48CH3NO	oximes	fcc(111)	-84.4823439914071	-84.53062467381096	-0.04828068240385619	0.04828068240385619
Pt72C2H6	group2	fcc(110)	-74.8807610175154	-74.97087681525409	-0.09011579773869016	0.09011579773869016
Ru48H	small_fragments2	hcp(0001)	-78.83542700205362	-78.76424483947085	0.07118216258277243	0.07118216258277243
Pd72H2O	small_fragments2	fcc(110)	-90.45655061429352	-90.47400285084586	-0.017452236552344402	0.017452236552344402
Pt48H3N	small_fragments	fcc(111)	-48.95494844475843	-48.58555716628325	0.3693912784751774	0.3693912784751774
Pt48C4H9NO	oximes	fcc(100)	-27.162804187804795	-26.938203918956788	0.22460026884800754	0.22460026884800754
Cu48HS	small_fragments2	fcc(111)	-44.732452484949135	-44.74600230927899	-0.013549824329857074	0.013549824329857074
Cu72C4H9NO	amides	fcc(110)	-92.09278939699652	-92.09850909619854	-0.0057196992020180915	0.0057196992020180915
Pd72C4H6	group2	fcc(110)	-30.039559879591252	-30.242375388055734	-0.20281550846448226	0.20281550846448226
Ag48C3H8O	group2	fcc(100)	-80.19444358530018	-80.33018087642995	-0.13573729112977162	0.13573729112977162
Cu48C4H10O	group2b	fcc(100)	-89.93504246984594	-90.09207072182471	-0.15702825197877246	0.15702825197877246
Rh48C3H8N2	amidines	fcc(111)	-74.63845027066236	-74.94769441025164	-0.309244139589282	0.309244139589282
Pt72HS	small_fragments2	fcc(110)	-85.36801097138232	-85.25831418998132	0.10969678140099859	0.10969678140099859
Ir48C4H8S	group3S	fcc(111)	-78.75659181912306	-78.712296430489	0.04429538863405469	0.04429538863405469
Au48C	small_fragments2	fcc(100)	-80.34320811079306	-80.39105431940152	-0.04784620860846189	0.04784620860846189
Ir72N	small_fragments2	fcc(110)	-58.323417470018285	-58.26682943926153	0.05658803075675678	0.05658803075675678
Ni48C4H10N2	amidines	fcc(100)	-20.004244682044373	-20.30269502686133	-0.2984503448169562	0.2984503448169562
Cd48C4H10N2	amidines	hcp(0001)	-80.54608120012199	-80.55077491301199	-0.004693712890002644	0.004693712890002644
Rh48C2H5NO	oximes	fcc(111)	-10.022842622369353	-10.00264744281958	0.020195179549773457	0.020195179549773457
Rh48CHO2	radicals	fcc(111)	-61.75122465190179	-61.76593743520607	-0.014712783304275945	0.014712783304275945
Rh48C2H6O	group2	fcc(100)	-53.716381120704796	-53.75951627673112	-0.043135156026323784	0.043135156026323784
Ni72CH2	small_fragments2	fcc(110)	-23.37039933441156	-22.926567776106822	0.443831558304737	0.443831558304737
Cu48C4H9NO2	carbamate_esters	fcc(111)	-20.577118447330577	-20.552124862409983	0.024993584920594003	0.024993584920594003
Rh72HO	small_fragments2	fcc(110)	-69.66377242501403	-69.50247620956725	0.1612962154467823	0.1612962154467823
Co48C3H7NO	oximes	hcp(0001)	-79.12374136985272	-79.0336552349836	0.09008613486912509	0.09008613486912509
Pd48C4H9NO	amides	fcc(100)	-63.794105606410994	-63.86519267332369	-0.07108706691269617	0.07108706691269617
Au72C4H10O	group2	fcc(110)	-79.4636918140659	-79.383363018409	0.08032879565689655	0.08032879565689655
Pd48C2H4O2	radicals	fcc(111)	-70.15153469314464	-70.1571357408684	-0.005601047723757802	0.005601047723757802
Cu48C4H10S	group3S	fcc(100)	-62.12600715692042	-62.260527397960686	-0.1345202410402635	0.1345202410402635
Ir48C4H9N	group3N	fcc(111)	-86.0216584753689	-85.83604219662811	0.18561627874078113	0.18561627874078113
Rh48C4H10N2	amidines	fcc(111)	-28.025135213805697	-27.877389695126112	0.14774551867958508	0.14774551867958508
Ag48C4H9N	group3N	fcc(100)	-4.930785312102671	-4.768180440645665	0.16260487145700608	0.16260487145700608
Ag48C4H9N	group3N	fcc(111)	-86.9861309754051	-87.08303782539951	-0.09690684999441146	0.09690684999441146
Rh72C4H10N2	amidines	fcc(110)	-67.07797982079137	-67.15369342291888	-0.07571360212750733	0.07571360212750733
Pt48C4H10N2	amidines	fcc(100)	-91.43610232131687	-91.48584869845217	-0.04974637713530683	0.04974637713530683
Au48C2H4O2	radicals	fcc(111)	-7.198675708572409	-7.239544163334358	-0.04086845476194867	0.04086845476194867
Ni48C2H5N	group3N	fcc(100)	-83.89094663651485	-83.79194244715472	0.09900418936013011	0.09900418936013011
Ru48C4H6	group2	hcp(0001)	-23.22017260393659	-22.75340641283401	0.4667661911025789	0.4667661911025789
Ir72C3H6S	group3S	fcc(110)	-69.54032952088164	-69.57647983450806	-0.03615031362642185	0.03615031362642185
Rh48C3H6O2	group4	fcc(111)	-86.17997095511237	-86.22739664892288	-0.04742569381050998	0.04742569381050998
Pd48C4H9N	group3N	fcc(100)	-92.14756799270981	-92.06583108318591	0.08173690952389734	0.08173690952389734
Cu48C	small_fragments2	fcc(100)	-15.704978162269981	-15.599744770301186	0.10523339196879533	0.10523339196879533
Pt48C4H10N2	amidines	fcc(100)	-84.67679631552892	-84.41282469439466	0.2639716211342602	0.2639716211342602
Rh48S	small_fragments2	fcc(111)	-15.172323758364655	-15.410101320798276	-0.23777756243362091	0.23777756243362091
Fe48C4H11N	group3N	bcc(110)	-20.496159751914092	-21.314628118201654	-0.8184683662875614	0.8184683662875614
Ir48C3H7NO	oximes	fcc(111)	-4.473509494386235	-4.446191736391484	0.027317757994751446	0.027317757994751446
Ni72CH3NO	oximes	fcc(110)	-74.60067722358326	-74.65258550044746	-0.05190827686419652	0.05190827686419652
Rh72C4H9NO	oximes	fcc(110)	-12.664994678765652	-11.534581106883707	1.1304135718819452	1.1304135718819452
Pt72C2H6N2	amidines	fcc(110)	-53.91255574519073	-54.08576770982927	-0.17321196463853994	0.17321196463853994
Cu48CHO	radicals	fcc(111)	-49.70243443661411	-49.882627208629856	-0.18019277201574369	0.18019277201574369
Rh48H2S	small_fragments	fcc(111)	-46.53795239979581	-46.51296535815527	0.024987041640542884	0.024987041640542884
Cu48H3N	small_fragments2	fcc(100)	-66.70971704001568	-66.84955304176947	-0.13983600175379252	0.13983600175379252
Ag72C4H8S	group3S	fcc(110)	-63.82514169234946	-63.92421218694744	-0.09907049459798145	0.09907049459798145
Fe48C2H2O	radicals	bcc(110)	-36.649651182218804	-36.57157153002481	0.07807965219399193	0.07807965219399193
Ni48C3H8N2	amidines	fcc(100)	-14.06980724287132	-13.806345125143707	0.2634621177276131	0.2634621177276131
Co48H2O	small_fragments2	hcp(0001)	-91.39847584371091	-91.41276636734256	-0.014290523631643737	0.014290523631643737
Pd48C2H5O2	radicals	fcc(111)	-79.77582546612575	-79.78847057293387	-0.012645106808122364	0.012645106808122364
Au72C2H6N2	amidines	fcc(110)	-90.56534704035948	-90.70922591674753	-0.14387887638804386	0.14387887638804386
Cu48C2H4O	group2	fcc(100)	-78.78488147231474	-78.75642082140439	0.028460650910346885	0.028460650910346885
Rh48C4H9NO	amides	fcc(100)	-74.69895205532703	-74.62422779714325	0.07472425818377815	0.07472425818377815
Au48O2	radicals	fcc(111)	-90.498895233035	-90.47700752504534	0.021887707989662886	0.021887707989662886
Pd72O	small_fragments2	fcc(110)	-81.20166725987838	-81.01401296751101	0.18765429236736964	0.18765429236736964
Ni48C4H9N	group3N	fcc(100)	-85.93107505121588	-85.8254508073187	0.10562424389718217	0.10562424389718217
Ni72C4H10N2	amidines	fcc(110)	-75.44130026368657	-75.51707144667853	-0.07577118299195718	0.07577118299195718
Au48N	small_fragments2	fcc(111)	-32.93558073272288	-32.46463905651035	0.4709416762125329	0.4709416762125329
Ni48CH2O	group2	fcc(100)	-79.42124948234232	-79.25281672945312	0.16843275288920267	0.16843275288920267
Zn48C2H4O2	radicals	hcp(0001)	-85.68840137042935	-85.66796190842433	0.02043946200501523	0.02043946200501523
